departamento,distrito,ano,fecha,localidad,ENFERMEDAD,ESPECIES,UTM_ZONA,UTM_HEMISFERIO,LATITU,LONGITUD,TIPO DE COLECTA,TIPO DE GEORREFERENCIACION,OBSERVACION
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES EVANSAE,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES GALVAOI,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES EVANSAE,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES STRODEI,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES EVANSAE,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES GALVAOI,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES OSWALDOI,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES DARLINGI,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES STRODEI,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES EVANSAE,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES PARVUS,21,S,-24.979768,-55.309336,campo,,
ALTO PARANA,ITAKYRY,2019,2019-06-05 00:00:00,PASO CADENA,MALARIA,ANOPHELES ALBITARSIS,21,S,-24.979768,-55.309336,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES TRIANNULATUS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES GALVAOI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-10 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES GALVAOI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES STRODEI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES GALVAOI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES STRODEI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES STRODEI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES GALVAOI,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN ANTONIO,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-27.4009039,-56.8552981,campo,,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN JOSE MI,MALARIA,ANOPHELES ALBITARSIS,21,S,-27.404224,-56.862243,gabinete,centroide localidad,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN JOSE MI,MALARIA,ANOPHELES STRODEI,21,S,-27.404224,-56.862243,gabinete,centroide localidad,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN JOSE MI,MALARIA,ANOPHELES GALVAOI,21,S,-27.404224,-56.862243,gabinete,centroide localidad,
MISIONES,AYOLAS,2019,2019-06-11 00:00:00,SAN JOSE MI,MALARIA,ANOPHELES EVANSAE,21,S,-27.404224,-56.862243,gabinete,centroide localidad,
CENTRAL,LUQUE,2019,2019-06-18 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-18 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-18 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-18 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-18 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES FLUMINENSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-18 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES FLUMINENSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES OSWALDOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES FLUMINENSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-06-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES STRODEI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES OSWALDOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES STRODEI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-08 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES DARLINGI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES OSWALDOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES OSWALDOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES OSWALDOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES ALBITARSIS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES STRODEI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-07-10 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES RONDONI,21,S,-21.692129,-57.897196,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-10-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES TRIANNULATUS,21,S,-21.692073487453733,-57.897131219218316,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-10-09 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES GALVAOI,21,S,-21.692073487453733,-57.897131219218316,campo,,
ALTO PARAGUAY,CARMELO PERALTA,2019,2019-10-11 00:00:00,CARMELO PERALTA,MALARIA,ANOPHELES OSWALDOI,21,S,-21.692073487453733,-57.897131219218316,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-15 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-15 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-15 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-16 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-16 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-16 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-16 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES OSWALDOI,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-16 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-17 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.3856705,-56.9669036,campo,,
CORDILLERA,EUSEBIO AYALA,2019,2019-07-17 00:00:00,SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.3884639999999,-56.9663329999999,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-19 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES STRODEI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-20 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.303544,-57.466272,gabinete,centroide localidad,
CENTRAL,LUQUE,2019,2019-08-21 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.303544,-57.466272,gabinete,centroide localidad,
CENTRAL,LUQUE,2019,2019-08-22 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES TRIANNULATUS,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-22 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES EVANSAE,21,S,-25.305029,-57.456763,campo,,
CENTRAL,LUQUE,2019,2019-08-22 00:00:00,CANADA SAN RAFAEL,MALARIA,ANOPHELES GALVAOI,21,S,-25.305029,-57.456763,campo,,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES TRIANNULATUS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES TRIANNULATUS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES STRODEI,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES STRODEI,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES GALVAOI,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES TRIANNULATUS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES GALVAOI,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES TRIANNULATUS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-26 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-27 00:00:00,SAN VICENTE,MALARIA,ANOPHELES ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-27 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.841876,-58.298493,gabinete,centroide localidad,
NEEMBUCU,PILAR,2019,2019-08-27 00:00:00,SAN VICENTE,MALARIA,ANOPHELES (COMPLEJO) ALBITARSIS,21,S,-26.844685,-58.312427,campo,,
