row_id,timestamp,departamento_original,departamento_std,note
15,2026-04-02T10:22:46Z,PTE HAYES,PRESIDENTE HAYES,Standardized
92,2026-04-02T10:22:46Z,PTE HAYES,PRESIDENTE HAYES,Standardized
1904,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1905,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1906,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1907,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1908,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1909,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1910,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1911,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1912,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1913,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1914,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1915,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1916,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1917,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1918,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
1919,2026-04-02T10:22:46Z,CAPITAL,ASUNCIÓN,Standardized
2023,2026-04-02T10:22:46Z,GUIRA,GUAIRÁ,Standardized
2024,2026-04-02T10:22:46Z,GUIRA,GUAIRÁ,Standardized
2025,2026-04-02T10:22:46Z,GUIRA,GUAIRÁ,Standardized
2509,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2510,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2529,2026-04-02T10:22:46Z,PTE HAYES,PRESIDENTE HAYES,Standardized
2543,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2544,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2545,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2546,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2547,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2637,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2638,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2639,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2640,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2641,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2642,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2643,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2644,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2645,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
2646,2026-04-02T10:22:46Z,PDTE HAYES,PRESIDENTE HAYES,Standardized
5726,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5727,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5728,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5729,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5730,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5731,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5732,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5733,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5734,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5735,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5736,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5737,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5738,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5739,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5740,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5741,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5742,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5743,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5744,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5745,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5746,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5747,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5748,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5749,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5750,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5751,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5752,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5753,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5754,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5755,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5756,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5757,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5758,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5759,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5760,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5761,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5762,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5763,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5764,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5765,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5766,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5767,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5768,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5769,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5770,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5771,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5772,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5773,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5774,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5775,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5776,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5777,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5778,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5779,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5780,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5781,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5782,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5783,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5784,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5785,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5786,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5787,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5788,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5789,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5790,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5791,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5792,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5793,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5794,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5795,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5796,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5797,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5798,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5799,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5800,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5801,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5802,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5803,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5804,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5805,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5806,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5807,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5808,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5809,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5810,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5811,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5812,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5813,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5814,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5815,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5816,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5817,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5818,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5819,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5820,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5821,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5822,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5823,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5824,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5825,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5826,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5827,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5828,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5829,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5830,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5831,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5832,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5833,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5834,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5835,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5836,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5837,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5838,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5839,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5840,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5841,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5842,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5843,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5844,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5845,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5846,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5847,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5848,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5849,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5850,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5851,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5852,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5853,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5854,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5855,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5856,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5857,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5858,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5859,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5860,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5861,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5862,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5863,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5864,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5865,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5866,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5867,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5868,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5869,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5870,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5871,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5872,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5873,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5874,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5875,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5876,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5877,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5878,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5879,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5880,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5881,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5882,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5883,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5884,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5885,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5886,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5887,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5888,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5889,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5890,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5891,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5892,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5893,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5894,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5895,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5896,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5897,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5898,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5899,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5900,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5901,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5902,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5903,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5904,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5905,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5906,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5907,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5908,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5909,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5910,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5911,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5912,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5913,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5914,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5915,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5916,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5917,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5918,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5919,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5920,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5921,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5922,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5923,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5924,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5925,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5926,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5927,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5928,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5929,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5930,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5931,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5932,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5933,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5934,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5935,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5936,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5937,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5938,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5939,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5940,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5941,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5942,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5943,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5944,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5945,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5946,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5947,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5948,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5949,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5950,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5951,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5952,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5953,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5954,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5955,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5956,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5957,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5958,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5959,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5960,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5961,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5962,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5963,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5964,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5965,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5966,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5967,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5968,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5969,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5970,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5971,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5972,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5973,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5974,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5975,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5976,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5977,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5978,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5979,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5980,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5981,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5982,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5983,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5984,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5985,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5986,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5987,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5988,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5989,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5990,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5991,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5992,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5993,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5994,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5995,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5996,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5997,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
5998,2026-04-02T10:22:46Z,PTE. HAYES,PRESIDENTE HAYES,Standardized
